timestamp_utc,mmsi,ship_name,ship_type,latitude,longitude,sog_knots,cog_deg,heading_deg,nav_status
2026-05-06 08:10:12.271304729 +0000 UTC,419001712,LILAC VICTORIA      ,0,1.228815,103.81560666666665,0.1,56.6,152,1
2026-05-06 08:10:13.419882436 +0000 UTC,525003665,TB LL MACAN TUTUL 02,0,1.26193,103.83859333333334,0,360,511,11
2026-05-06 08:10:14.257813249 +0000 UTC,566680000,VITALITY            ,0,1.2001133333333334,103.82987833333333,4.6,76.5,511,0
2026-05-06 08:10:14.286576417 +0000 UTC,566072000,CSM 1               ,0,1.2387766666666666,103.749285,0,181.3,272,0
2026-05-06 08:10:15.620185263 +0000 UTC,563167200,SRIWANGI            ,0,1.2344583333333332,103.796955,0,50.8,104,1
2026-05-06 08:10:17.539937694 +0000 UTC,566800000,POSH ELEGANCE       ,0,1.220285,103.72824166666666,0,341.7,78,1
2026-05-06 08:10:18.95432431 +0000 UTC,352004662,HAWKS MAJESTY       ,0,1.237955,103.79528666666667,0.2,135.4,73,1
2026-05-06 08:10:19.087113901 +0000 UTC,566946000,DOUBLE HAPPINESS    ,0,1.2056416666666665,103.61035166666667,5.9,292.6,294,0
2026-05-06 08:10:19.673928646 +0000 UTC,564346000,HORIZON 6,0,1.263075,103.819365,0,343.2,92,8
2026-05-06 08:10:20.122040436 +0000 UTC,563206200,STOLT HAGI          ,0,1.2161216666666665,103.88629166666666,8.7,246.6,243,0
2026-05-06 08:10:22.766846232 +0000 UTC,538004299,KATE                ,0,1.1387133333333332,103.75724333333332,4.3,44.5,47,0
2026-05-06 08:10:22.793554794 +0000 UTC,636019590,THASSOS WARRIOR     ,0,1.1630749999999999,103.79082166666667,5.1,55.5,59,4
2026-05-06 08:10:24.04742404 +0000 UTC,352978147,SUNRISE SUMMER      ,0,1.2497250000000002,103.892985,0,160.2,69,1
2026-05-06 08:10:25.327218193 +0000 UTC,636023011,HW OTTO             ,0,1.2228183333333333,103.81447,0.1,348.7,148,1
2026-05-06 08:10:27.327085115 +0000 UTC,563022820,MARINA ZIRCON       ,0,1.2778983333333334,103.73984666666666,0,232.3,511,0
2026-05-06 08:10:27.793554294 +0000 UTC,565209000,PARMELIA 1          ,0,1.2503,103.79832666666667,0.1,0,61,0
2026-05-06 08:10:27.806661413 +0000 UTC,477858800,COSCOSHIPPING DANUBE,0,1.2375983333333334,103.93016333333334,7.5,251.7,253,0
2026-05-06 08:10:28.273299893 +0000 UTC,563055600,MAJU LOYALTY        ,0,1.23251,103.67152833333333,0.3,252.7,511,8
2026-05-06 08:10:28.500640453 +0000 UTC,413357430,CHANG HANG FEI YUE  ,0,1.244365,103.81212833333333,0.2,238.2,175,1
2026-05-06 08:10:29.063602848 +0000 UTC,563288500,YM WITNESS          ,0,1.28585,103.76166333333335,1.4,15.1,243,0
2026-05-06 08:10:31.167080863 +0000 UTC,370666000,DK APOLLO           ,0,1.2744833333333332,103.88816666666666,0,118,62,0
2026-05-06 08:10:31.353697798 +0000 UTC,477173200,XIN TONG YANG       ,0,1.1838283333333335,103.63445499999999,11.3,283.9,285,0
2026-05-06 08:10:31.790531675 +0000 UTC,215736000,M/T MADEIRO         ,0,1.250135,103.80106500000001,0,280.5,124,1
2026-05-06 08:10:31.806295473 +0000 UTC,565459000,MARINE POWER        ,0,1.2622083333333334,103.74095333333334,5.4,234.5,511,0
2026-05-06 08:10:32.02163617 +0000 UTC,352005707,HPC LIBERTY         ,0,1.264925,103.88197666666666,0.2,112.3,50,1
2026-05-06 08:10:32.665123536 +0000 UTC,538004092,ATTALIA             ,0,1.212605,103.887945,12.9,246.8,246,0
2026-05-06 08:10:32.901425891 +0000 UTC,636016811,SPM ARJUN,0,1.2296333333333334,103.8195,0,265.6,136,1
2026-05-06 08:10:32.963170753 +0000 UTC,636020206,CHIPOL CHANGAN      ,0,1.2342466666666667,103.999985,12.1,82.2,83,0
2026-05-06 08:10:33.130420515 +0000 UTC,538090605,OLYMPIA             ,0,1.19454,103.58046666666668,9.3,277.8,275,0
2026-05-06 08:10:34.153673121 +0000 UTC,563086090,PILOT 16            ,0,1.257195,103.84128333333334,0,333.5,63,15
2026-05-06 08:10:34.766330843 +0000 UTC,563780000,SINDO 12            ,0,1.1406866666666666,103.76574000000001,16.6,42.6,511,8
2026-05-06 08:10:34.968534429 +0000 UTC,215158000,CMA CGM MAGELLAN,0,1.2590066666666668,103.78895833333333,0.7,8.3,24,0
2026-05-06 08:10:35.14135666 +0000 UTC,548722000,AYANA SMILE         ,0,1.2631000000000001,103.876055,2,40.1,39,0
2026-05-06 08:10:35.657614621 +0000 UTC,538011238,SFL ARUBA           ,0,1.1761233333333334,103.71073500000001,0.3,347.3,59,1
2026-05-06 08:10:36.256671585 +0000 UTC,563087310,PSA VELA            ,0,1.2569033333333333,103.78911,0.6,340,281,0
2026-05-06 08:10:36.594642031 +0000 UTC,565996000,RADIANCE            ,0,1.2924383333333334,103.9383,0,0,511,1
2026-05-06 08:10:37.40553701 +0000 UTC,215167000,ANL WANGARATTA,0,1.2455733333333332,103.71659166666667,13,231,230,0
2026-05-06 08:10:37.91458812 +0000 UTC,232064296,PACIFIC DILIGENCE   ,0,1.2173116666666668,103.72382833333333,0,232.2,90,1
2026-05-06 08:10:37.915512648 +0000 UTC,565209000,PARMELIA 1          ,0,1.2502983333333333,103.79833166666667,0,0,61,0
2026-05-06 08:10:38.286741728 +0000 UTC,563071320,PENGUIN RESILIENCE  ,0,1.225635,103.78118166666667,6.9,26,22,0
2026-05-06 08:10:38.423332567 +0000 UTC,457677000,G SPRING            ,0,1.1893449999999999,103.69606833333334,0.8,225.5,29,0
2026-05-06 08:10:39.782089212 +0000 UTC,564735000,INFINITY            ,0,1.227455,103.71215833333333,0,163.1,511,0
2026-05-06 08:10:39.91580835 +0000 UTC,563264600,JAZEEL             ,0,1.275765,103.77592833333333,0,288.7,36,0
2026-05-06 08:10:41.286000981 +0000 UTC,457676000,XIN LI 6            ,0,1.2041666666666666,103.73434666666667,0,286.5,329,8
2026-05-06 08:10:41.886798667 +0000 UTC,563086590,PSA SUCCESS         ,0,1.25963,103.77875333333333,0.1,123.3,36,8
2026-05-06 08:10:44.017555019 +0000 UTC,566532000,STRAITS BRILLIANCE  ,0,1.2231433333333332,103.87096666666666,4.4,46.1,44,0
2026-05-06 08:10:44.904040504 +0000 UTC,566941000,KOTA GADANG         ,0,1.2464533333333334,103.88253166666667,0,180.2,58,1
2026-05-06 08:10:45.02561669 +0000 UTC,566894000,KOTA MACHAN         ,0,1.2696316666666665,103.76770166666667,0,325.1,121,5
2026-05-06 08:10:45.474258202 +0000 UTC,564034000,MERLION 8           ,0,1.2376816666666668,103.74892666666666,0,111.2,114,5
2026-05-06 08:10:45.679656923 +0000 UTC,373310000,METIS LEADER        ,0,1.23508,103.87987333333334,6.8,299.9,305,0
2026-05-06 08:10:47.941597909 +0000 UTC,565797000,POSH TEAL           ,0,1.2163716666666666,103.726955,0,280.5,81,1
2026-05-06 08:10:49.197807308 +0000 UTC,312073000,EM FORTUNE,0,1.2154166666666666,103.81404666666667,0,85,123,1
2026-05-06 08:10:49.513740955 +0000 UTC,563312500,MAJESTIC ETERNITY   ,0,1.2624716666666667,103.82011166666666,0,94.2,269,0
2026-05-06 08:10:49.557609924 +0000 UTC,563264600,JAZEEL             ,0,1.2757749999999999,103.77592333333334,0,288.7,36,0
2026-05-06 08:10:49.707124532 +0000 UTC,563103300,EAGLE SENA          ,0,1.1871383333333334,103.74630833333335,0.1,151,105,1
2026-05-06 08:10:50.065874899 +0000 UTC,357142000,SOL STRIDE,0,1.1279416666666668,103.75950666666667,4.5,37.7,43,0
2026-05-06 08:10:50.181076588 +0000 UTC,412050990,DINGHENG52          ,0,1.209425,103.811455,4,117.2,114,0
2026-05-06 08:10:50.980517046 +0000 UTC,249117000,AUDACIA             ,0,1.3001666666666667,103.72733333333333,0.1,107,295,0
2026-05-06 08:10:51.008222054 +0000 UTC,563030050,PILOT GP60,0,1.2165433333333333,103.81185333333333,18.9,36.3,511,8
2026-05-06 08:10:51.382770465 +0000 UTC,667002286,SHENG DA 77         ,0,1.1492033333333334,103.74653333333335,11.4,243.2,511,8
2026-05-06 08:10:51.888371603 +0000 UTC,563248800,EM NATASHA          ,0,1.2450800000000002,103.920505,8.1,238.7,238,8
2026-05-06 08:10:52.103731854 +0000 UTC,241977000,ASTREA              ,0,1.187555,103.60247166666666,10.1,279,279,0
2026-05-06 08:10:52.322269557 +0000 UTC,636025835,OTSL THETIS         ,0,1.1255899999999999,103.746805,4,33.6,34,0
2026-05-06 08:10:53.006975219 +0000 UTC,563085690,PILOT 14            ,0,1.2570916666666667,103.841005,0.1,291.8,511,0
2026-05-06 08:10:53.915241316 +0000 UTC,564886000,GRAZIA COSULICH     ,0,1.2827616666666666,103.91847333333334,0.1,213.1,49,0
2026-05-06 08:10:54.048457804 +0000 UTC,563085930,RELIABLE I          ,0,1.2386116666666667,103.79218833333333,0.1,189.6,76,0
2026-05-06 08:10:57.887301237 +0000 UTC,5631101,PSAB ,0,1.2735766666666666,103.80137333333333,0,0,511,15
2026-05-06 08:10:59.252127777 +0000 UTC,563246900,ZOEY,0,1.1978633333333333,103.83058166666666,5.1,81.5,511,0
2026-05-06 08:10:59.417854923 +0000 UTC,356180000,,0,1.23055,103.92123333333333,12,248,248,0
2026-05-06 08:11:00.442526192 +0000 UTC,566685000,SEA SOLIDARITY      ,0,1.295665,103.92933666666666,0,203.2,511,1
2026-05-06 08:11:02.022861389 +0000 UTC,563086080,PILOT 15            ,0,1.2598083333333332,103.87760166666666,21.4,77.1,511,0
2026-05-06 08:11:02.078527159 +0000 UTC,566357000,MV BATAMFAST 18,0,1.2623366666666667,103.81944666666666,0.1,356.3,511,0
2026-05-06 08:11:03.124564012 +0000 UTC,567624000,NATTHA BHUM         ,0,1.2693033333333332,103.77158,0,313.9,31,5
2026-05-06 08:11:03.244057041 +0000 UTC,374728000,GAS LOTUS           ,0,1.189,103.70485000000001,0.2,249,159,1
2026-05-06 08:11:03.64869399 +0000 UTC,563147600,PSA WANDA (NN26)    ,0,1.2703216666666668,103.76711666666667,0.1,314.8,511,0
2026-05-06 08:11:04.020300077 +0000 UTC,477100200,LIAN LE HU          ,0,1.2282933333333332,103.80989500000001,0.1,8.3,137,1
2026-05-06 08:11:04.513509909 +0000 UTC,566287000,SEA HARVEST         ,0,1.2958150000000002,103.94397833333333,0,1.8,83,0
2026-05-06 08:11:05.765648842 +0000 UTC,232006296,BRITISH MENTOR,0,1.2347033333333333,103.93382,11.3,248.1,248,0
2026-05-06 08:11:07.650218268 +0000 UTC,372773000,SALLY               ,0,1.153775,103.76108833333333,12.3,235.6,235,0
2026-05-06 08:11:08.0716465 +0000 UTC,574908000,PHU AN 268          ,0,1.2231483333333335,103.82856833333334,0.2,17.7,112,0
2026-05-06 08:11:08.927410928 +0000 UTC,563030060,PILOT GP61,0,1.2069683333333332,103.789285,17.6,191.3,511,15
2026-05-06 08:11:09.997032229 +0000 UTC,563105900,PSA MARVEL CS05     ,0,1.25859,103.779155,0.1,2,299,0
2026-05-06 08:11:10.66083662 +0000 UTC,533150044,COUGAR SATU         ,0,1.296295,103.75272,0,360,511,0
2026-05-06 08:11:10.739889072 +0000 UTC,563069230,PSA OAK WW60        ,0,1.2729183333333334,103.78624333333333,0,145.3,295,0
